"spelling.errors","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"experianced","experienced","experience","expedience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beginer","beginner","begin er","begin-er","begin","aubergine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"greenie","greenish","green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"greenhand","green hand","green-hand","grandee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"noobie","newbie","nookie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yopu","you","popup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beganer","began er","began-er","began",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prsent","present","pr sent","pr-sent","serpent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maintenant","main tenant","main-tenant","maintenance","maintainable","maintained","maintain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"closeknit","close knit","close-knit","closeness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"infanite","infinite","initiate","finite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arew","are","ware","ares","area","anew","crew","drew","grew","brew","Drew","are w","prewar","rewarm",NA,NA
"mathetical","mathematical","thematically","pathetically","antithetical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"numericals","numerical","numerical s","numerals","alphanumeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"infinte","infinite","intent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiffer","chiefer","chiffonier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"israelites","satellites","illiterates","literates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"copia","copra","copier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emminent","eminent","imminent","eminence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nunery","nunnery","gunnery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reliegion","religion","regional","region","rebellion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"perosn","person","prosper","snooper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"churchy","church","church y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conffessions","confessions","confession","confections","confessors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gooding","guiding","hooding","goosing","goofing","goading","wooding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"comits","vomits","omits","commits","comfits","comets","comics","comity","c omits","com its","com-its","commit","sitcom",NA,NA,NA
"inyection","infection","injection","inflection","inspection","indirection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hosptitals","hospitals","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assisstant","assistant","assistants","assistance","resistant","fantasist","assist",NA,NA,NA,NA,NA,NA,NA,NA,NA
"healhelp","heal help","heal-help","helpmate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"helpin","helping","help in","help-in","helpline","pinwheel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shapd","shad","shaped","shape","shard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afshioned","fashioned","cushioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"squirl","swirl","squire","squirt","squirm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sqirrels","squirrels","squirrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caryopsis","carhops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"utricle","tricycle","cuticle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"koo","loo","kook","too","coo","goo","moo","poo","boo","foo","woo","zoo","KO",NA,NA,NA
"materialfabric","material fabric","material-fabric","materialistic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"polyamide","poly amide","poly-amide","polyamory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unpeaceful","peaceful","ungraceful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"obectification","rectification","beatification","beautification","electrification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"permiance","permanence","performance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ownable","own able","own-able","winnable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unprepossessed","unprepossessing","prepossessed","unpreparedness","prepossession",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dickening","sickening","dickering","chickening","thickening","quickening","nickering",NA,NA,NA,NA,NA,NA,NA,NA,NA
"fudd","fund","FUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hautboy","hatbox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doublereed","double reed","double-reed","doubled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"misbalanced","imbalanced","balanced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unclarity","clarity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"birdwatching","bird watching","bird-watching","birdwatcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"whalewatching","whale watching","whale-watching","whitewashing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stalkerlike","stalker like","stalker-like","deerstalker","stalker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"codependant","codependent","code pendant","code-pendant","codependency","dependent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"facinate","fascinate","vaccinate","facilitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hil","heel","hi","hail","hilt","hill","Phil","hie","his","ail","nil","hit","til","oil","hid","him"
"bipass","bypass","bi pass","bi-pass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hurdal","hurdle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"portapotty","portability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sunriseb","sunrise","sunrises","sunrise b","surprise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herer","here","hearer","herder","serer","hewer","her","her er","her-er","here r","cheerer",NA,NA,NA,NA,NA
"tenticles","testicles","tentacles","conventicles","canticles","testicle","ventricles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"octupus","octopus","unctuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalopod","cephalic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenicals","centennials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenticals","identical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bullyed","bulled","bullied","bully ed","bully-ed","bully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamblings","gambling","gambling's","ramblings","gambling s","siblings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strrange","strange","stranger","strangle","arrange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oddodd","odd odd","odd-odd","dodder","doddle","odds","odd",NA,NA,NA,NA,NA,NA,NA,NA,NA
"useing","using","unseeing","seining","segueing","seeing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unexepected","unexpected","unsuspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unexpended","expended","unexpected","undefended","expounded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unmated","untamed","unrated","undated","unmatched","unmediated","unmounted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"overp","over","overs","overt","over p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pervious","previous","impervious","viperous","imperious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leftp","left","lefts","lefty","left p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strangeweirdout","strangulation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oncrazyin","noncriminal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"voidness","vividness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"offcolor","off color","off-color","colorful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deffense","defense","defended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uphauled","up hauled","up-hauled","hauled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"buzzors","buzzers","buzzwords",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somethinf","something","sometime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"insultdispleasure","insult displeasure","insult-displeasure","insurrectionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"offesne","offense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"offsides","offside","off sides","off-sides","offs ides","offs-ides","offside s","offsite",NA,NA,NA,NA,NA,NA,NA,NA
"quaterback","quarterback","quarterdeck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inzone","intone","in zone","in-zone","zone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"russling","tussling","rustling","nursling","slinging","ruling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"influencial","influential","influence","influenza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"workjob","work job","work-job","workbook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"associateed","associated","associate ed","associate-ed","associate","dissociated","dissociate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"schoolpaper","school paper","school-paper","preschooler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carell","car ell","car-ell","care ll","care-ll","carrel","cellar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cabinents","cabinets","cabinet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carrell","carrel","carrels","Darrell","Harrell","Farrell","carrel l","carryall",NA,NA,NA,NA,NA,NA,NA,NA
"incomesalary","income salary","income-salary","complimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cubicals","cubical","cubical s","cubicles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beaucracy","bureaucracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"highranking","high ranking","high-ranking","hightailing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bonafide","debonair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"backround","background","back round","back-round","rockbound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unoticable","unnoticeable","noticeable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coustoms","customs","custom","combust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occurr","occur","occurs","occur r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mulltiple","multiple","multiplier","multiply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"repeadetly","repeatedly","repeatably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mnay","many","may","nay","myna","mkay","m nay",NA,NA,NA,NA,NA,NA,NA,NA,NA
"kum","chum","km","um","sum","rum","tum","cum","gum","mum","hum","bum","yum","fum",NA,NA
"vey","bey","vet","very","veg","hey","fey","key","Key",NA,NA,NA,NA,NA,NA,NA
"neede","need","needle","needed","needs","needy","need e","deed",NA,NA,NA,NA,NA,NA,NA,NA
"oilspill","oil spill","oil-spill","oils pill","oils-pill","spill","spoil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clearish","clearing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocena","ocean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"texturally","textually","textural","externally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solluable","solvable","soluble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pricklies","prickles","prickliest","pricklier","prick lies","prick-lies","prickliness","prickle",NA,NA,NA,NA,NA,NA,NA,NA
"selfprotected","self protected","self-protected","protected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"waterproducing","water producing","water-producing","waterproofing","overproducing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sugarproducing","sugar producing","sugar-producing","overproducing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"selfmotivated","self motivated","self-motivated","motivated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"okeh","hoke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"okey","key","pokey","hokey","yoke","okay","obey","o key",NA,NA,NA,NA,NA,NA,NA,NA
"hunkydory","hunky dory","hunky-dory","hunky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rubberstamp","rubber stamp","rubber-stamp","rubbers tamp","rubbers-tamp","rubbernecker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"okaysend","okay send","okay-send","okays end","okays-end","endways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oll","ill","ll","roll","toll","loll","coll","doll","moll","poll","boll","foll","Moll","ole","ell","oil"
"korrect","correct","rector",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprove","prove","approve","a prove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"signon","chignon","signor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assecan","secant","canvasser","canvass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tonesuch","nonesuch","tone such","tone-such","touchstone","touchiness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oap","pap","op","soap","sap","nap","oar","rap","oat","tap","lap","cap","gap","map","opp","hap"
"wrikley","wrinkle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grayinglosing","graying losing","graying-losing","gratifying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grandpartent","grandparent","grandiloquent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vauable","valuable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"decrepid","decrepit","decreed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"appearenace","appearance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eldery","elder","elderly","elders","elder y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wrinly","wrinkly","wriggly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gymnatics","gymnastics","gymnastic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"skiiing","skiing","skiving","skinning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"flexiable","flexible","flexibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"luging","lunging","lugging","gluing","luring","lubing","plugin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheletic","athletic","apathetic","atheistic","bathetic","pathetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somethins","somethings","something","some thins","some-thins","sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sororityfraternity","sorority fraternity","sorority-fraternity","extraterritoriality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fraternitysoroity","fraternization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"topdog","top dog","top-dog","topology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dvanced","danced","advanced","advance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antecedently","antecedent","antecedence","decadently","incandescently",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"approperiate","appropriate","appropriator","appropriation","expropriate","appreciate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somethnig","something","sometime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"presest","presets","preset","present","pretest","pres est","pres-est","precisest","presto","prestige","presser",NA,NA,NA,NA,NA
"electroincs","electronics","electrons","electronic","electrics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lightswitch","light switch","light-switch","lights witch","lights-witch","lightweight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"someime","sometime","some",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dailly","daily","dally","dilly","daintily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occation","occasion","occupation","vocation","location","cation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fairtytale","fatality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"onetimedeal","onetime deal","onetime-deal","onetime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lonliest","loneliest","lowliest","loneliness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"theirself","their self","their-self","theirs elf","theirs-elf","herself",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"joinable","join able","join-able","abominable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"availabe","available","availability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uncongested","uncontested","congested","contested","uncounted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doorswindows","doors windows","doors-windows","windowsills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"availabile","available","availability","labile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oppportunities","opportunities","opportunistic","opportunists","opportunity","opportunist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"welcomming","welcoming","commingling","commingle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"realease","release","real ease","real-ease","leaser","reseal","sealer","lease",NA,NA,NA,NA,NA,NA,NA,NA
"grandopening","grand opening","grand-opening","grandstanding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"availibility","availability","livability","fallibility","variability","navigability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"scalpal","scalpel","scalp","pascal","PASCAL","alpaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"greys","grays","treys","greps","preys","greasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"surger","surfer","surge","surer","surgery","surges","surged","purger","burger","Burger","surge r","submerge",NA,NA,NA,NA
"repo","rope","rep","reps","redo","rep o","pore",NA,NA,NA,NA,NA,NA,NA,NA,NA
"algorithmformula","algorithm formula","algorithm-formula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stockoption","stock option","stock-option","stockiness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sinfonietta","infotainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"perfumelike","perfume like","perfume-like","perfumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monocot","mono cot","mono-cot","monotonic","commotion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"epiphytic","epileptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orchidaceous","farinaceous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nonrequest","non request","non-request","nonresistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicipline","discipline","disciplinary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"narmonious","harmonious","parsimonious","acrimonious","unanimous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shedules","schedules","scheduled","schedule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arrangment","arrangement","arraignment","estrangement","derangement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"disputive","disputed","dispute","disruptive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nonmedical","non medical","non-medical","nonmetallic","medicinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"origanum","origami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"catagorized","categorized","categorize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"straigten","straiten","straighten","straightness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"libaries","libraries","liberties",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"systemize","systematize","systemic","system",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"higharch","high arch","high-arch","highchair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jizz","jazz","tizz","fizz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"intestance","intestate","intestacy","instance","inheritances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"intamacy","intimacy","intestacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"extasy","ecstasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capsheaf","cap sheaf","cap-sheaf","sheaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"penise","penis","penises","penile","Denise","penis e","dispense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"plesure","pleasure","pressure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feelig","feeling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cosmo","cosmos","cos mo","cos-mo","CosmosDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"masterbait","master bait","master-bait","masturbate","StairMaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectasy","ecstasy","sectary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cgm","chm","cg","cm","gm","cam","com","cum","c gm","cg m",NA,NA,NA,NA,NA,NA
"masterbation","masturbation","stationmaster","mastication","overestimation","estimation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enyoyful","joyfulness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prototypal","prototypical","prototype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rudimental","rudimentary","rudiment","detrimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"underivative","derivative","derivation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"underived","underfunded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"giftpackage","gift package","gift-package","prepackage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fancinesseffect","fanciness effect","fanciness-effect","effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unseeked","unseeded","unseen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ostoarige","costarring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blackboll","blackball","black boll","black-boll","blackboard","bootblack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embaressing","embarrassing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"expell","expel","expels","exp ell","exp-ell","expel l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"depopularize","popularize","depolarize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"londer","loner","blonder","lender","loader","lander","louder","longer","ponder","yonder","fonder","wonder","Wonder",NA,NA,NA
"uncia","uncial","enunciate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"partys","party","parts","party's","part's","party s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outisde","outside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outtings","outings","cuttings","out tings","out-tings","outputting","outhitting","outwitting","outfitting",NA,NA,NA,NA,NA,NA,NA
"substancealcohol","substance alcohol","substance-alcohol","substantiation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outgoingfun","outgoing fun","outgoing-fun","outgunning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outdoorsgod","outdoors god","outdoors-god","outdoorsy","outdoors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outcomeresult","outcome result","outcome-result","somersault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outstandingabove","outstanding above","outstanding-above","notwithstanding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feelingmood","feeling mood","feeling-mood","modeling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abread","bread","abrade","abroad","a bread","ab read","ab-read","reread","read",NA,NA,NA,NA,NA,NA,NA
"openair","open air","open-air","opener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outdoorsoutdoes","outdoors outdoes","outdoors-outdoes","outdistances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"outofdoor","outdoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tatoos","tattoos","taboos","tattoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eggshaped","egg shaped","egg-shaped","shaped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oviform","vermiform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discoid","discoed","discord","disco id","disco-id","disco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"applicance","appliance","applicant","applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"certin","cretin","certain","cert in","cert-in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"temperatues","temperatures","temperature","temperateness","temperate","temperas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kitcen","kitchen","kitten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pllace","place","palace","pl lace","pl-lace","plaice","lace",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cookng","cooking","cooing","cookbook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
